runid	clusterid	annote	Methanothermococcus_archaeon_SAG_AD_155_C09	Methanothermococcus_archaeon_SAG_AD_155_K20	Methanothermococcus_archaeon_SAG_AD_155_M21	Methanothermococcus_archaeon_SAG_AD_155_N22	Methanothermococcus_archaeon_SAG_AD_155_E23
all_I_2.0_c_0.4_m_maxbit	1364	adenine specific dna methylase m_ga0150974_102029	NONE	NONE	fig|155862.4.peg.88	NONE	NONE
all_I_2.0_c_0.4_m_maxbit	753	 cob--com heterodisulfide reductase subunit b_ga0150974_13651	fig|155862.1.peg.656	NONE	fig|155862.4.peg.636	NONE	fig|155862.2.peg.988
all_I_2.0_c_0.4_m_maxbit	132	 transcriptional regulator, copg family_ga0150975_10641	fig|155862.1.peg.1072	NONE	fig|155862.4.peg.442	fig|155862.5.peg.95	fig|155862.2.peg.1146
all_I_2.0_c_0.4_m_maxbit	1611	gamma-glutamyl cyclotransferase, aig2-like_ga0150971_10518	fig|155862.1.peg.553	NONE	NONE	NONE	NONE
all_I_2.0_c_0.4_m_maxbit	1054	small subunit ribosomal protein s11_ga0150971_101934	fig|155862.1.peg.228	NONE	NONE	NONE	fig|155862.2.peg.742
all_I_2.0_c_0.4_m_maxbit	1445	gmc oxidoreductase_ga0150972_12434	NONE	NONE	NONE	NONE	fig|155862.2.peg.1014
all_I_2.0_c_0.4_m_maxbit	846	hypothetical protein_ga0150972_119935	fig|155862.1.peg.854	NONE	fig|155862.4.peg.419	NONE	fig|155862.2.peg.782
all_I_2.0_c_0.4_m_maxbit	277	 methyl-coenzyme m reductase, gamma subuni_ga0150975_10026	fig|155862.1.peg.329	NONE	fig|155862.4.peg.816	fig|155862.5.peg.6	fig|155862.2.peg.482
all_I_2.0_c_0.4_m_maxbit	1752	hypothetical protein_ga0150973_1107247	NONE	fig|155862.3.peg.162	NONE	NONE	NONE
all_I_2.0_c_0.4_m_maxbit	1135	 methylthioribose-1-phosphate isomerase_ga0150972_102686	fig|155862.1.peg.546	NONE	NONE	NONE	fig|155862.2.peg.90
all_I_2.0_c_0.4_m_maxbit	520	serine/threonine protein kinase_ga0150974_15013	fig|155862.1.peg.1379	NONE	fig|155862.4.peg.785;fig|155862.4.peg.458	NONE	NONE
all_I_2.0_c_0.4_m_maxbit	991	 ssu ribosomal protein s8e_ga0150971_112128	fig|155862.1.peg.1246	NONE	NONE	fig|155862.5.peg.428	NONE
all_I_2.0_c_0.4_m_maxbit	354	 trna 2-selenouridine synthase p-loop subuni_ga0150971_106911	fig|155862.1.peg.746	NONE	NONE	fig|155862.5.peg.432;fig|155862.5.peg.386	fig|155862.2.peg.369
all_I_2.0_c_0.4_m_maxbit	1833	methyl-accepting chemotaxis protein (mcp) signalling domain-containing protein_ga0150975_16909	NONE	NONE	NONE	fig|155862.5.peg.617	NONE
all_I_2.0_c_0.4_m_maxbit	1276	protein of unknown function duf86_ga0150971_112123	fig|155862.1.peg.1241	NONE	NONE	NONE	NONE
all_I_2.0_c_0.4_m_maxbit	665	 lsu ribosomal protein l10ae_ga0150972_104045	fig|155862.1.peg.238	NONE	NONE	fig|155862.5.peg.272	fig|155862.2.peg.224
all_I_2.0_c_0.4_m_maxbit	44	nitrogenase iron protein nifh_ga0150974_132216	fig|155862.1.peg.1243	fig|155862.3.peg.128	fig|155862.4.peg.595;fig|155862.4.peg.378	NONE	fig|155862.2.peg.124
all_I_2.0_c_0.4_m_maxbit	499	 aspartate kinase_ga0150971_11169	fig|155862.1.peg.1195	NONE	fig|155862.4.peg.485	NONE	fig|155862.2.peg.928
all_I_2.0_c_0.4_m_maxbit	1357	4fe-4s dicluster domain-containing protein_ga0150971_113920	fig|155862.1.peg.1426	NONE	NONE	NONE	NONE
all_I_2.0_c_0.4_m_maxbit	758	 l-glutamine synthetase_ga0150974_107713	fig|155862.1.peg.537	NONE	fig|155862.4.peg.169	NONE	fig|155862.2.peg.798
all_I_2.0_c_0.4_m_maxbit	189	nitt/taut family transport system atp-binding protein_ga0150972_102934	fig|155862.1.peg.191	fig|155862.3.peg.33	NONE	fig|155862.5.peg.580	fig|155862.2.peg.159
all_I_2.0_c_0.4_m_maxbit	1600	hypothetical protein_ga0150975_10132	NONE	NONE	NONE	fig|155862.5.peg.15	NONE
all_I_2.0_c_0.4_m_maxbit	1047	v/a-type h+-transporting atpase subunit e_ga0150972_124930	fig|155862.1.peg.175	NONE	NONE	NONE	fig|155862.2.peg.1113
all_I_2.0_c_0.4_m_maxbit	1498	hypothetical protein_ga0150971_101846	fig|155862.1.peg.195	NONE	NONE	NONE	NONE
all_I_2.0_c_0.4_m_maxbit	839	fused signal recognition particle rece_ga0150972_115911	fig|155862.1.peg.832	NONE	fig|155862.4.peg.737	NONE	fig|155862.2.peg.608
all_I_2.0_c_0.4_m_maxbit	266	 ssu ribosomal protein s27ae_ga0150974_120927	fig|155862.1.peg.309	NONE	fig|155862.4.peg.360	fig|155862.5.peg.197	fig|155862.2.peg.238
all_I_2.0_c_0.4_m_maxbit	1745	hypothetical protein_ga0150975_17002	NONE	NONE	NONE	fig|155862.5.peg.626	NONE
all_I_2.0_c_0.4_m_maxbit	1124	 dethiobiotin synthase_ga0150971_104037	fig|155862.1.peg.466	NONE	NONE	fig|155862.5.peg.355	NONE
all_I_2.0_c_0.4_m_maxbit	513	 membrane-bound hydrogenase subunit ehab_ga0150974_122627	fig|155862.1.peg.1221	NONE	fig|155862.4.peg.402	NONE	fig|155862.2.peg.395
all_I_2.0_c_0.4_m_maxbit	980	nad(p)h-hydrate epimerase_ga0150972_102688	fig|155862.1.peg.1193	NONE	NONE	NONE	fig|155862.2.peg.92
all_I_2.0_c_0.4_m_maxbit	411	serine protease, clpp class_ga0150971_10741	fig|155862.1.peg.797	NONE	NONE	fig|155862.5.peg.548	fig|155862.2.peg.638
all_I_2.0_c_0.4_m_maxbit	1838	tigr00703 family protein_ga0150975_188512	NONE	NONE	NONE	fig|155862.5.peg.837	NONE
all_I_2.0_c_0.4_m_maxbit	1269	rna pseudouridine synthase, trud family_ga0150975_11037	NONE	NONE	NONE	fig|155862.5.peg.115	NONE
all_I_2.0_c_0.4_m_maxbit	670	 formylmethanofuran dehydrogenase, subunit a_ga0150972_112912	fig|155862.1.peg.249	NONE	NONE	fig|155862.5.peg.717	fig|155862.2.peg.426
all_I_2.0_c_0.4_m_maxbit	37	ferrous iron transport protein a_ga0150975_134915	fig|155862.1.peg.1125	NONE	NONE	fig|155862.5.peg.323;fig|155862.5.peg.107	fig|155862.2.peg.1020;fig|155862.2.peg.170
all_I_2.0_c_0.4_m_maxbit	488	adenosylcobinamide amidohydrolase_ga0150975_14301	fig|155862.1.peg.1156	NONE	NONE	fig|155862.5.peg.421	fig|155862.2.peg.727
all_I_2.0_c_0.4_m_maxbit	1346	 condensin subunit scpa_ga0150971_110511	fig|155862.1.peg.1115	NONE	NONE	NONE	NONE
all_I_2.0_c_0.4_m_maxbit	751	ncharacterized protein_ga0150972_114813	fig|155862.1.peg.691	NONE	NONE	fig|155862.5.peg.186	fig|155862.2.peg.557
all_I_2.0_c_0.4_m_maxbit	178	 lsu ribosomal protein l11p_ga0150974_10207	fig|155862.1.peg.1272	NONE	fig|155862.4.peg.66	NONE	fig|155862.2.peg.452;fig|155862.2.peg.232
all_I_2.0_c_0.4_m_maxbit	1657	hypothetical protein_ga0150975_163811	NONE	NONE	NONE	fig|155862.5.peg.551	NONE
all_I_2.0_c_0.4_m_maxbit	1036	hypothetical protein_ga0150971_10811	fig|155862.1.peg.839;fig|155862.1.peg.1407	NONE	NONE	NONE	NONE
all_I_2.0_c_0.4_m_maxbit	1491	hypothetical protein_ga0150971_10175	fig|155862.1.peg.156	NONE	NONE	NONE	NONE
all_I_2.0_c_0.4_m_maxbit	892	 iron (metal) dependent repressor, dtxr family_ga0150972_102925	NONE	NONE	fig|155862.4.peg.725	fig|155862.5.peg.339	fig|155862.2.peg.150
all_I_2.0_c_0.4_m_maxbit	259	rio kinase 2_ga0150972_116610	fig|155862.1.peg.583	NONE	fig|155862.4.peg.267	fig|155862.5.peg.612	fig|155862.2.peg.671
all_I_2.0_c_0.4_m_maxbit	1750	uncharacterized conserved protein, contains fist_n domain_ga0150972_118615	NONE	NONE	NONE	NONE	fig|155862.2.peg.746
all_I_2.0_c_0.4_m_maxbit	1181	 spermidine synthase /spermine synthase_ga0150972_127215	fig|155862.1.peg.809	NONE	NONE	NONE	fig|155862.2.peg.1156
all_I_2.0_c_0.4_m_maxbit	518	 membrane-bound hydrogenase subunit ehag_ga0150971_11218	fig|155862.1.peg.1226	NONE	fig|155862.4.peg.397	NONE	fig|155862.2.peg.390
all_I_2.0_c_0.4_m_maxbit	973	hypothetical protein_ga0150971_10387	fig|155862.1.peg.375	fig|155862.3.peg.72	NONE	NONE	NONE
all_I_2.0_c_0.4_m_maxbit	400	 lsu ribosomal protein l23p_ga0150972_102667	NONE	fig|155862.3.peg.159;fig|155862.3.peg.156	NONE	fig|155862.5.peg.250	fig|155862.2.peg.72
all_I_2.0_c_0.4_m_maxbit	1831	type ii secretion system (t2ss), protein f_ga0150975_10322	NONE	NONE	NONE	fig|155862.5.peg.58	NONE
all_I_2.0_c_0.4_m_maxbit	1258	hypothetical protein_ga0150975_162018	NONE	NONE	fig|155862.4.peg.879	fig|155862.5.peg.501	NONE
all_I_2.0_c_0.4_m_maxbit	663	 aspartate carbamoyltransferase_ga0150971_10201	fig|155862.1.peg.233	NONE	fig|155862.4.peg.857	NONE	fig|155862.2.peg.1086
all_I_2.0_c_0.4_m_maxbit	90	 phosphoribosylanthranilate isomerase_ga0150972_108212	fig|155862.1.peg.792	NONE	fig|155862.4.peg.805	fig|155862.5.peg.583;fig|155862.5.peg.471	fig|155862.2.peg.258
all_I_2.0_c_0.4_m_maxbit	481	 pyruvate carboxylase subunit b_ga0150971_110715	fig|155862.1.peg.1142	NONE	fig|155862.4.peg.77	NONE	fig|155862.2.peg.460
all_I_2.0_c_0.4_m_maxbit	1403	recf/recn/smc n terminal domain-containing protein_ga0150971_10441	fig|155862.1.peg.528	NONE	NONE	NONE	NONE
all_I_2.0_c_0.4_m_maxbit	740	hypothetical protein_ga0150971_104065	fig|155862.1.peg.494	NONE	fig|155862.4.peg.635	NONE	fig|155862.2.peg.282
all_I_2.0_c_0.4_m_maxbit	171	predicted transcriptional regula_ga0150975_182422	fig|155862.1.peg.12	fig|155862.3.peg.21	NONE	fig|155862.5.peg.722	fig|155862.2.peg.860
all_I_2.0_c_0.4_m_maxbit	1662	hage putative head morphogenesis protein, spp1 gp7 family_ga0150971_10665	fig|155862.1.peg.720	NONE	NONE	NONE	NONE
all_I_2.0_c_0.4_m_maxbit	1029	s-layer protein, mj0822 family_ga0150971_103911	fig|155862.1.peg.421	NONE	NONE	fig|155862.5.peg.245	NONE
all_I_2.0_c_0.4_m_maxbit	1480	ein of unknown function (duf1894)_ga0150973_109641	NONE	fig|155862.3.peg.101	NONE	NONE	NONE
all_I_2.0_c_0.4_m_maxbit	885	hypothetical protein_ga0150971_109333	fig|155862.1.peg.997	NONE	fig|155862.4.peg.895	NONE	fig|155862.2.peg.317
all_I_2.0_c_0.4_m_maxbit	312	gmp synthase (glutamine-hydrolysing)_ga0150971_104311	fig|155862.1.peg.512	NONE	fig|155862.4.peg.848	fig|155862.5.peg.437	fig|155862.2.peg.824
all_I_2.0_c_0.4_m_maxbit	1743	hypothetical protein_ga0150972_115918	NONE	NONE	NONE	NONE	fig|155862.2.peg.615
all_I_2.0_c_0.4_m_maxbit	1170	a nuclease family of the hnh/endo vii superfamily with conserved ahh_ga0150974_11904	fig|155862.1.peg.772	NONE	fig|155862.4.peg.314	NONE	NONE
all_I_2.0_c_0.4_m_maxbit	575	small subunit ribosomal protein s8_ga0150971_101414	fig|155862.1.peg.131	NONE	fig|155862.4.peg.648	NONE	fig|155862.2.peg.47
all_I_2.0_c_0.4_m_maxbit	962	amidase_ga0150974_102014	fig|155862.1.peg.1145	NONE	fig|155862.4.peg.73	NONE	NONE
all_I_2.0_c_0.4_m_maxbit	393	b12-binding domain/radical sam domain protein, mj_0865 family_ga0150974_12783	fig|155862.1.peg.980	NONE	fig|155862.4.peg.504;fig|155862.4.peg.3	fig|155862.5.peg.562	NONE
all_I_2.0_c_0.4_m_maxbit	1251	pega domain-containing protein_ga0150974_15014	NONE	NONE	fig|155862.4.peg.786;fig|155862.4.peg.457	NONE	NONE
all_I_2.0_c_0.4_m_maxbit	652	hypothetical protein_ga0150974_12731	fig|155862.1.peg.210	NONE	fig|155862.4.peg.464	NONE	fig|155862.2.peg.695
all_I_2.0_c_0.4_m_maxbit	83	 molybdopterin molybdochelatase_ga0150971_100426	fig|155862.1.peg.54	NONE	fig|155862.4.peg.477	fig|155862.5.peg.262	fig|155862.2.peg.299;fig|155862.2.peg.36
all_I_2.0_c_0.4_m_maxbit	486	 phenylalanyl-trna synthetase beta subuni_ga0150972_124353	fig|155862.1.peg.1154	NONE	NONE	fig|155862.5.peg.103	fig|155862.2.peg.1061
all_I_2.0_c_0.4_m_maxbit	1392	aaa domain-containing protein_ga0150975_12071	NONE	NONE	NONE	fig|155862.5.peg.178	NONE
all_I_2.0_c_0.4_m_maxbit	797	fdhd protein_ga0150974_11766	fig|155862.1.peg.672	NONE	fig|155862.4.peg.305	fig|155862.5.peg.189	NONE
all_I_2.0_c_0.4_m_maxbit	160	 carbamoyl-phosphate synthase large subuni_ga0150975_14309	fig|155862.1.peg.219	NONE	fig|155862.4.peg.719	fig|155862.5.peg.429	fig|155862.2.peg.111
all_I_2.0_c_0.4_m_maxbit	1655	rna threonylcarbamoyladenosine modification (keops) complex,  cgi121 subuni_ga0150971_10633	fig|155862.1.peg.702	NONE	NONE	NONE	NONE
all_I_2.0_c_0.4_m_maxbit	1082	hypothetical protein_ga0150971_10292	fig|155862.1.peg.306	NONE	NONE	NONE	fig|155862.2.peg.607
all_I_2.0_c_0.4_m_maxbit	1473	ramp superfamily protein_ga0150971_113319	fig|155862.1.peg.1391	NONE	NONE	NONE	NONE
all_I_2.0_c_0.4_m_maxbit	874	hypothetical protein_ga0150972_12088	fig|155862.1.peg.959	fig|155862.3.peg.178	NONE	NONE	fig|155862.2.peg.891
all_I_2.0_c_0.4_m_maxbit	305	 adenosylcobyric acid synthase (glutamine-hydrolysing)_ga0150971_10725	fig|155862.1.peg.753	NONE	fig|155862.4.peg.571	fig|155862.5.peg.440	fig|155862.2.peg.995
all_I_2.0_c_0.4_m_maxbit	1732	hypothetical protein_ga0150972_10584	NONE	NONE	NONE	NONE	fig|155862.2.peg.229
all_I_2.0_c_0.4_m_maxbit	1163	ein-l-isoaspartate(d-aspartate) o-methyltransferase_ga0150975_182419	NONE	NONE	NONE	fig|155862.5.peg.719	fig|155862.2.peg.863
all_I_2.0_c_0.4_m_maxbit	564	fe-s cluster assembly atp-binding protein_ga0150971_10672	fig|155862.1.peg.723	NONE	fig|155862.4.peg.162	NONE	fig|155862.2.peg.1151
all_I_2.0_c_0.4_m_maxbit	1019	prismane/co dehydrogenase family protein_ga0150974_10603	NONE	NONE	fig|155862.4.peg.813;fig|155862.4.peg.152	NONE	NONE
all_I_2.0_c_0.4_m_maxbit	398	 lsu ribosomal protein l40e_ga0150975_142117	NONE	NONE	fig|155862.4.peg.547	fig|155862.5.peg.604;fig|155862.5.peg.401	fig|155862.2.peg.191
all_I_2.0_c_0.4_m_maxbit	1304	queuosine biosynthesis protein quec_ga0150974_12761	NONE	NONE	fig|155862.4.peg.498	NONE	NONE
all_I_2.0_c_0.4_m_maxbit	645	 trna(ile2) 2-agmatinylcytidine synthetase_ga0150975_18517	fig|155862.1.peg.198	NONE	NONE	fig|155862.5.peg.751	fig|155862.2.peg.353
all_I_2.0_c_0.4_m_maxbit	72	hypothetical protein_ga0150972_11439	fig|155862.1.peg.397	fig|155862.3.peg.202	fig|155862.4.peg.769	fig|155862.5.peg.783	fig|155862.2.peg.491
all_I_2.0_c_0.4_m_maxbit	1567	succinyl-coa ligase like flavodoxin domain-containing protein_ga0150974_15101	NONE	NONE	fig|155862.4.peg.790	NONE	NONE
all_I_2.0_c_0.4_m_maxbit	1385	hypothetical protein_ga0150974_16151	NONE	NONE	fig|155862.4.peg.897	NONE	NONE
all_I_2.0_c_0.4_m_maxbit	786	nitrogenase molybdenum-iron protein beta chain_ga0150971_10554	fig|155862.1.peg.622	fig|155862.3.peg.124	fig|155862.4.peg.591	NONE	NONE
all_I_2.0_c_0.4_m_maxbit	217	class iii signal peptide_ga0150972_119983	fig|155862.1.peg.685;fig|155862.1.peg.59	NONE	fig|155862.4.peg.129	NONE	fig|155862.2.peg.827
all_I_2.0_c_0.4_m_maxbit	1644	hypothetical protein_ga0150974_117611	NONE	NONE	fig|155862.4.peg.310	NONE	NONE
all_I_2.0_c_0.4_m_maxbit	1075	xaa-pro dipeptidase_ga0150971_10272	fig|155862.1.peg.294	NONE	NONE	fig|155862.5.peg.427	NONE
all_I_2.0_c_0.4_m_maxbit	1478	6,7-dimethyl-8-ribityllumazine synthase_ga0150974_11444	NONE	NONE	fig|155862.4.peg.244	NONE	NONE
all_I_2.0_c_0.4_m_maxbit	867	cdp-2,3-bis-(o-geranylgeranyl)-sn-glycerol synthase_ga0150971_109218	fig|155862.1.peg.941	NONE	NONE	fig|155862.5.peg.526	fig|155862.2.peg.24
all_I_2.0_c_0.4_m_maxbit	310	inosine/xanthosine triphosphatase_ga0150971_10425	fig|155862.1.peg.501	NONE	fig|155862.4.peg.357	fig|155862.5.peg.457	fig|155862.2.peg.1179
all_I_2.0_c_0.4_m_maxbit	1789	hypothetical protein_ga0150974_132221	NONE	NONE	fig|155862.4.peg.600	NONE	NONE
all_I_2.0_c_0.4_m_maxbit	1152	 replication factor c large subuni_ga0150972_11598	fig|155862.1.peg.77	NONE	NONE	NONE	fig|155862.2.peg.605
all_I_2.0_c_0.4_m_maxbit	557	large subunit ribosomal protein l5_ga0150971_101412	fig|155862.1.peg.129	NONE	fig|155862.4.peg.650	NONE	fig|155862.2.peg.49
all_I_2.0_c_0.4_m_maxbit	1008	hypothetical protein_ga0150972_119949	fig|155862.1.peg.1298	NONE	NONE	NONE	fig|155862.2.peg.796
all_I_2.0_c_0.4_m_maxbit	391	hypothetical protein_ga0150975_13562	fig|155862.1.peg.977	fig|155862.3.peg.189	NONE	fig|155862.5.peg.328	fig|155862.2.peg.255
all_I_2.0_c_0.4_m_maxbit	1297	arallel beta-helix repeat (two copies)_ga0150974_10331	NONE	NONE	fig|155862.4.peg.110	NONE	NONE
all_I_2.0_c_0.4_m_maxbit	698	 tetrahydromethanopterin s-methyltransferase, subunit d_ga0150971_10346	fig|155862.1.peg.333	NONE	NONE	fig|155862.5.peg.9	fig|155862.2.peg.479
all_I_2.0_c_0.4_m_maxbit	65	 3,4-dihydroxy-2-butanone 4-phosphate synthase_ga0150975_16935	fig|155862.1.peg.214	NONE	fig|155862.4.peg.468	fig|155862.5.peg.624	fig|155862.2.peg.912;fig|155862.2.peg.691
all_I_2.0_c_0.4_m_maxbit	1556	gdp-mannose 4,6-dehydratase_ga0150975_13407	NONE	NONE	NONE	fig|155862.5.peg.297	NONE
all_I_2.0_c_0.4_m_maxbit	1390	elta-60 repeat domain-containing protein_ga0150972_123850	NONE	NONE	NONE	NONE	fig|155862.2.peg.978
all_I_2.0_c_0.4_m_maxbit	779	hypothetical protein_ga0150972_10281	fig|155862.1.peg.601	NONE	fig|155862.4.peg.822	NONE	fig|155862.2.peg.125
all_I_2.0_c_0.4_m_maxbit	222	 translation elongation factor 1a (ef-1a/ef-tu)_ga0150975_18625	fig|155862.1.peg.1429	NONE	fig|155862.4.peg.27	fig|155862.5.peg.756	fig|155862.2.peg.1070
all_I_2.0_c_0.4_m_maxbit	1637	hiamine-monophosphate kinase_ga0150971_10927	fig|155862.1.peg.932	NONE	NONE	NONE	NONE
all_I_2.0_c_0.4_m_maxbit	1064	fructose-bisphosphate aldolase / 6-deoxy-5-ketofructose 1-phosphate synthase_ga0150971_10245	fig|155862.1.peg.257	NONE	fig|155862.4.peg.693	NONE	NONE
all_I_2.0_c_0.4_m_maxbit	1535	aspartate carbamoyltransferase regulatory chain, allosteric domain_ga0150972_12341	NONE	NONE	NONE	NONE	fig|155862.2.peg.923
all_I_2.0_c_0.4_m_maxbit	920	winged helix-turn-helix dna-binding_ga0150971_109367	fig|155862.1.peg.1028	NONE	NONE	NONE	fig|155862.2.peg.1081
all_I_2.0_c_0.4_m_maxbit	303	 methyltransferase_ga0150972_116620	fig|155862.1.peg.777	NONE	fig|155862.4.peg.912	fig|155862.5.peg.54	fig|155862.2.peg.681
all_I_2.0_c_0.4_m_maxbit	1778	hypothetical protein_ga0150974_11201	NONE	NONE	fig|155862.4.peg.213	NONE	NONE
all_I_2.0_c_0.4_m_maxbit	1209	hypothetical protein_ga0150972_119942	fig|155862.1.peg.967	NONE	NONE	NONE	fig|155862.2.peg.789
all_I_2.0_c_0.4_m_maxbit	546	ribosomal s3ae family protein_ga0150972_120813	NONE	NONE	NONE	NONE	fig|155862.2.peg.896;fig|155862.2.peg.448;fig|155862.2.peg.236
all_I_2.0_c_0.4_m_maxbit	1001	glycosyltransferase involved in cell wall bisynthesis_ga0150973_1107216	fig|155862.1.peg.19	fig|155862.3.peg.132	NONE	NONE	NONE
all_I_2.0_c_0.4_m_maxbit	444	 lsu ribosomal protein l44e_ga0150974_101740	fig|155862.1.peg.1086	NONE	fig|155862.4.peg.48	NONE	fig|155862.2.peg.944
all_I_2.0_c_0.4_m_maxbit	1302	hypothetical protein_ga0150971_10941	fig|155862.1.peg.1034	NONE	NONE	NONE	NONE
all_I_2.0_c_0.4_m_maxbit	691	 dna-directed rna polymerase, subunit e''_ga0150974_120930	fig|155862.1.peg.312	NONE	fig|155862.4.peg.363	NONE	fig|155862.2.peg.241
all_I_2.0_c_0.4_m_maxbit	70	etrahydromethanopterin s-methyltransferase, subunit b_ga0150975_13054	fig|155862.1.peg.335	NONE	NONE	fig|155862.5.peg.220;fig|155862.5.peg.217;fig|155862.5.peg.11	fig|155862.2.peg.477
all_I_2.0_c_0.4_m_maxbit	1549	protein of unknown function (duf505)_ga0150975_13889	NONE	NONE	NONE	fig|155862.5.peg.369	NONE
all_I_2.0_c_0.4_m_maxbit	1383	hypothetical protein_ga0150971_111211	fig|155862.1.peg.1163	NONE	NONE	NONE	NONE
all_I_2.0_c_0.4_m_maxbit	768	 acetyl-coa decarbonylase/synthase delta subuni_ga0150971_105212	fig|155862.1.peg.571	NONE	NONE	fig|155862.5.peg.775	fig|155862.2.peg.501
all_I_2.0_c_0.4_m_maxbit	215	 isopentenyl-diphosphate delta-isomerase_ga0150971_11376	fig|155862.1.peg.1400	NONE	fig|155862.4.peg.290	fig|155862.5.peg.76	fig|155862.2.peg.970
all_I_2.0_c_0.4_m_maxbit	1690	2tm domain-containing protein_ga0150971_108512	fig|155862.1.peg.879	NONE	NONE	NONE	NONE
all_I_2.0_c_0.4_m_maxbit	1057	 23s rrna um-2552 2'-o-methyltransferase_ga0150971_10231	fig|155862.1.peg.234	NONE	fig|155862.4.peg.373	NONE	NONE
all_I_2.0_c_0.4_m_maxbit	1524	hypothetical protein_ga0150971_102412	fig|155862.1.peg.264	NONE	NONE	NONE	NONE
all_I_2.0_c_0.4_m_maxbit	913	imp dehydrogenase_ga0150972_123824	fig|155862.1.peg.1172	NONE	NONE	NONE	fig|155862.2.peg.952
all_I_2.0_c_0.4_m_maxbit	292	 nucleoid protein alba_ga0150971_103917	fig|155862.1.peg.427	NONE	fig|155862.4.peg.691	fig|155862.5.peg.382	fig|155862.2.peg.624
all_I_2.0_c_0.4_m_maxbit	1771	methyltransferase domain-containing protein_ga0150973_105323	NONE	fig|155862.3.peg.57	NONE	NONE	NONE
all_I_2.0_c_0.4_m_maxbit	1214	 nh(3)-dependent nad(+) synthetase_ga0150972_124322	NONE	NONE	fig|155862.4.peg.530	NONE	fig|155862.2.peg.1031
all_I_2.0_c_0.4_m_maxbit	603	antetheine-phosphate adenylyltransferase_ga0150971_100421	fig|155862.1.peg.49	NONE	fig|155862.4.peg.472	NONE	fig|155862.2.peg.1130
all_I_2.0_c_0.4_m_maxbit	1006	iron complex transport system atp-binding protein_ga0150973_118214	fig|155862.1.peg.146	fig|155862.3.peg.185	NONE	NONE	NONE
all_I_2.0_c_0.4_m_maxbit	437	hypothetical protein_ga0150974_11252	fig|155862.1.peg.1046	NONE	fig|155862.4.peg.220	NONE	fig|155862.2.peg.620
all_I_2.0_c_0.4_m_maxbit	1295	s-layer protein, mj0822 family_ga0150972_12739	NONE	NONE	NONE	NONE	fig|155862.2.peg.1172
all_I_2.0_c_0.4_m_maxbit	680	hypothetical protein_ga0150972_102948	fig|155862.1.peg.280	NONE	fig|155862.4.peg.10	NONE	fig|155862.2.peg.173
all_I_2.0_c_0.4_m_maxbit	127	anthranilate synthase component 2_ga0150975_163120	fig|155862.1.peg.105	NONE	fig|155862.4.peg.201	fig|155862.5.peg.531	fig|155862.2.peg.1134
all_I_2.0_c_0.4_m_maxbit	1538	protein of unknown function duf70_ga0150974_14214	NONE	NONE	fig|155862.4.peg.701	NONE	NONE
all_I_2.0_c_0.4_m_maxbit	1436	 glycyl-trna synthetase_ga0150975_13301	NONE	NONE	NONE	fig|155862.5.peg.288	NONE
all_I_2.0_c_0.4_m_maxbit	825	 inosine-guanosine kinase /cytidine kinase_ga0150975_10081	fig|155862.1.peg.768	NONE	NONE	fig|155862.5.peg.12	fig|155862.2.peg.108
all_I_2.0_c_0.4_m_maxbit	204	 coenzyme f420-reducing hydrogenase, beta subuni_ga0150972_108229	fig|155862.1.peg.1359;fig|155862.1.peg.543	NONE	NONE	fig|155862.5.peg.447	fig|155862.2.peg.275
all_I_2.0_c_0.4_m_maxbit	1683	hypothetical protein_ga0150971_108321	fig|155862.1.peg.863	NONE	NONE	NONE	NONE
all_I_2.0_c_0.4_m_maxbit	1062	ative transcriptional regula_ga0150971_102320	fig|155862.1.peg.252	NONE	fig|155862.4.peg.638	NONE	NONE
all_I_2.0_c_0.4_m_maxbit	1517	hypothetical protein_ga0150972_118614	NONE	NONE	NONE	NONE	fig|155862.2.peg.745
all_I_2.0_c_0.4_m_maxbit	918	hypothetical protein_ga0150974_14452	NONE	NONE	fig|155862.4.peg.703	fig|155862.5.peg.361	NONE
all_I_2.0_c_0.4_m_maxbit	349	membrane-associated protease rsep, regulator of rpoe activity_ga0150972_114330	fig|155862.1.peg.741	NONE	fig|155862.4.peg.448	fig|155862.5.peg.765	fig|155862.2.peg.511
all_I_2.0_c_0.4_m_maxbit	1760	methyl-coenzyme m reductase, beta subuni_ga0150972_12262	NONE	NONE	NONE	NONE	fig|155862.2.peg.920
all_I_2.0_c_0.4_m_maxbit	1207	 phosphate uptake regulator, phou_ga0150971_109233	fig|155862.1.peg.956	NONE	NONE	NONE	fig|155862.2.peg.888
all_I_2.0_c_0.4_m_maxbit	592	 nitrogen regulatory protein p-ii family_ga0150973_1107210	fig|155862.1.peg.620	fig|155862.3.peg.126	fig|155862.4.peg.593	NONE	NONE
all_I_2.0_c_0.4_m_maxbit	999	 cell division protein ftsz_ga0150972_124374	fig|155862.1.peg.816	NONE	NONE	NONE	fig|155862.2.peg.1082
all_I_2.0_c_0.4_m_maxbit	426	 methionine synthase (b12-independent)_ga0150972_126810	fig|155862.1.peg.1029	NONE	NONE	fig|155862.5.peg.689	fig|155862.2.peg.1132
all_I_2.0_c_0.4_m_maxbit	1284	tigr00304 family protein_ga0150971_109356	fig|155862.1.peg.1019	NONE	NONE	NONE	NONE
all_I_2.0_c_0.4_m_maxbit	673	 molybdenum cofactor guanylyltransferase_ga0150975_13566	fig|155862.1.peg.253	NONE	NONE	fig|155862.5.peg.332	fig|155862.2.peg.291
